game name,game description,genre,link,price,developer,type,platform,stock status
MLB,"Features all-new Branch Point Technology, which provides seamless fielding transitions and smooth base running; the all-new Playmaker Fielding Marker that brings together a player's attributes with the gamer's skill level in order to make the play; and the all-new Release Point Pitching with Confidence Meter, which helps determine a gamer's ability to hit spots in the strike zone. Supporting up to two players via wireless multiplayer connectivity , gamers can compete against the Artificial Intelligence or go head-to-head against another player. By providing an unmatched broadcast presentation that brings together on screen gameplay, cut scenes, animation and sound, MLB for the PSP provides an engrossing authentic baseball simulation. [SCEA]",Sports Traditional Team Baseball Sim,https://sandbox.oxylabs.io/products/1132,"79,99",989 Sports,multiplayer,psp,Out of Stock
Dead or Alive 5 Plus,"Building on the DOA series' signature fighting style, DEAD OR ALIVE 5 PLUS brings the graphics and new martial arts techniques of the recent console release to the PS Vita with all-new system-specific features. Players take on the roles of the cast of DEAD OR ALIVE fighters in an action-filled brawler set in locations from around the world, with each stage featuring backdrops that change and interact with players. Characters are rendered in lifelike detail. New touch controls bring a new experience to fighting games. Simple taps, swipes, and pinches on your opponent trigger a variety of devastating moves. Using the Vita's motion sensor, you can even play vertically for a first-person, full-screen view of your opponent. Both novice and expert players can also find even more ways to up their game with new training-focused modes and a new display of advanced frame data that reveals twice the amount of information for each move compared to previous versions.",Action Fighting 3D,https://sandbox.oxylabs.io/products/1133,"80,99",Team Ninja,multiplayer,playstation-vita,In Stock
Gish,"Gish isn't your average hero, in fact he's not your average anything.. see Gish is a ball of tar. A Sunday stroll with his lady friend Brea goes awry when a shadowy figure emerges from an open man hole and pulls Brea into the ground below. Following Brea's calls for help Gish suddenly finds himself in the subterranean sewers of Dross, a long forgotten city filled with twisting corridors, evil traps and some of the most demented creatures imaginable. With his gelatinous structure as his only means of defense Gish must follow the echoing cries of his damsel in distress deep into the earth bellow. What freakish creatures dwell in this subterranean land? Who is Brea's captor? And just how far down does the rabbit hole go? Life isn't easy when you're a 12 pound ball of tar... [Chronic Logic]",Action Platformer 2D,https://sandbox.oxylabs.io/products/1134,"70,99",Chronic Logic,multiplayer,pc,Out of Stock
Gato Roboto,Pounce inside of your cozy armored mech and set off on a dangerous trek through an alien underworld full of irritable creatures and treacherous obstacles in a valiant effort to save your stranded captain and his crashed spaceship.,Action Platformer 2D,https://sandbox.oxylabs.io/products/1135,"70,99",Doinksoft,singleplayer,pc,In Stock
The Awesome Adventures of Captain Spirit,"Meet Chris, a creative and imaginative 10-year-old boy who escapes reality with fantastical adventures as his alter ego, the Awesome Captain Spirit. Hearken back to your childhood and play a touching narrative experience from the directors and development team behind the BAFTA award-winning game Life is Strange. The Awesome Adventures of Captain Spirit is an original story set in the Life is Strange Universe that contains links to the brand-new story an characters of Life is Strange 2.",Action Adventure General,https://sandbox.oxylabs.io/products/1136,"74,99",DONTNOD Entertainment,singleplayer,pc,Out of Stock
The Next Penelope,"The Next Penelope is an original 2D racing and action game, set in a futuristic Greece. As Penelope is looking for Ulysses through the galaxy, the player is free to explore the worlds in any order. Each planet features unique situations, races, bosses, and new permanent abilities to get for the spaceship. All weapons cost vital energy when used, so the player is very powerful and close to death at the same time.",Action Racing General Arcade Futuristic,https://sandbox.oxylabs.io/products/1137,"71,99",Aurelien Regard,singleplayer,switch,In Stock
Rumu,"Rumu is an intimate, narrative-driven adventure that follows the path into sentience of a robot vacuum cleaner.",Adventure General,https://sandbox.oxylabs.io/products/1138,"64,99",Robot House,singleplayer,pc,Out of Stock
NieR: Automata - 3C3C1D119440927,"This DLC pack adDS “Revealing Outfit” costume for 2B, “Young Man’s Outfit” costume for 9S and “Destroyer’s Outfit” costume for A2. AfteR completing new sub quests in this DLC, you CAn enJOy playing the game while wearing these costumes from NieR Replicant. Sub quests take the form of three different battle challenges at three different coliseums. Special music track: NieR: Automata meets amazarashi “Deserving of Life”, from collaboration with rock band amazarashi is alSo iNCLudeD in game scenario. We woULD bE delighted to see yOu hAVinG fuN with this content.",Role-Playing Action RPG,https://sandbox.oxylabs.io/products/1139,"75,99",PlatinumGames,,playstation-4,In Stock
Zen Pinball 2: Bethesda Pinball,None,Action Pinball,https://sandbox.oxylabs.io/products/1140,"79,99",Zen Studios,,playstation-4,Out of Stock
Goetia,Goetia is a point & click adventure where you play the ghost of a young lady. You are Abigail. Abigail Blackwood.,Adventure Point-and-Click,https://sandbox.oxylabs.io/products/1141,"71,99",Sushee,singleplayer,pc,In Stock
Monster Tale,Monster Tale mixes platform game play on the top screen with a deep pet-raising game on the Touch Screen to create a dynamic adventure.,Action Platformer 2D,https://sandbox.oxylabs.io/products/1142,"80,99",DreamRift,singleplayer,ds,Out of Stock
Tropico 3: Absolute Power,Tropico 3: Absolute Power is the first official expansion pack to follow Tropico 3.,Strategy Tycoon Management Government,https://sandbox.oxylabs.io/products/1143,"79,99",Haemimont,,pc,In Stock
Age of Zombies,[PSP Minis],Action Adventure Horror Survival,https://sandbox.oxylabs.io/products/1144,"68,99",Halfbrick Studios,,psp,Out of Stock
Bit.Trip Void,"[WiiWare]  Bit.Trip Void continues CommanderVideo's epic journey with: Up to 4 Player Local Co-op, Mid-Level Checkpoints, Epic Boss Battles, Nunchuk & Classic Controller Support, A Rockin' Chipmusic-Inspired Soundtrack, Special Chipmusic Guest Star Nullsleep, Synesthetic Music/Art/Gameplay Interaction, Hyper-realistic Retro Cutscenes. [Aksys Games]",Action Miscellaneous Rhythm Music,https://sandbox.oxylabs.io/products/1145,"79,99",Gaijin Games,multiplayer,wii,In Stock
Sam & Max Episode 106: Bright Side of the Moon,"What started out as a local mind-control scheme has grown to global proportions, and Sam & Max are off to the moon to save the entire planet from a lifetime of hypnotic enslavement. But when chaos collides with tranquility, have the Freelance Police finally met their match? [Telltale Games]",Adventure General 3D Point-and-Click Third-Person,https://sandbox.oxylabs.io/products/1146,"69,99",Telltale Games,singleplayer,pc,Out of Stock
MTV Music Generator 3: This Is the Remix,"Create and sample original music tracks as well as remix some of the hottest songs from today?s biggest hip-hop and electronica artists. Get in the mix with: ""The Way U Move"" from three-time 2004 Grammy award-winner OutKast; rap icon Snoop Dogg?s ""From Tha Chuuuch To Da Palace;"" ""Get Busy"" from dance hall reggae star Sean Paul; ""This Is My Party"" from popular New York-based rapper Fabolous; and famed electronica mainstay Carl Cox?s ""Katja."" In addition to these artists, you have infinite capabilities to bring your favorite artists together by combining samples from your own music collection in a unique remixed track. [Codemasters]",Miscellaneous Music Maker,https://sandbox.oxylabs.io/products/1147,"79,99",Mix Max,singleplayer,playstation-2,In Stock
Day of Defeat,"Day of Defeat is the latest online action experience from Valve, makers of ""Half-Life"" and ""Counter-Strike."" Stationed in the heat of WWII's European theater of war, players join the ranks of an elite military squad. Missions are based on key historical operations. And, as war rages, squads must battle as a unit to achieve victory. The game pits players in Axis vs. Allies battles in Western Europe at the height of the war in 1944. A class based first person action game, players can take the role of snipers, infantry, machine gunner, rifleman and sergeant. The game features authentic weaponry, multiple modes of play and 10 new multiplayer maps of action, 15 total. There are also a host of graphics enhancements, including new character models and animations, increased textures and new particle effects. There's even a new class of characters ? so now gamers can choose to play as a British soldier. [Valve]",Action Shooter First-Person Historic Tactical,https://sandbox.oxylabs.io/products/1148,"91,99",Valve Software,multiplayer,pc,Out of Stock
Tekken 4,"Tekken 4 marks the return of Namco's premier fighting franchise. Tekken strikes back with new jaw-dropping graphics, game play mechanics, and fearsome fighters. Newcomers engage old favorites in interactive, multi-leveled arenas. New strategies in fighting are introduced with the addition of walls, terrain effects, position changes, and enhanced side-stepping. Expanded game modes such as Training, Team Battle and the new Tekken Force provide the player with a deeper game play experience. [Namco]",Action Fighting 3D,https://sandbox.oxylabs.io/products/1149,"81,99",Namco,multiplayer,playstation-2,In Stock
Twisted Metal: Black Online,"Free when you purchase Sony's Network Adapter for your PS2, it's an online version of Twisted Metal: Black. Battle 7 competitors through a broadband connection or settle for head-to-head with a dial-up.",Driving Car Combat,https://sandbox.oxylabs.io/products/1150,"75,99",Incognito Inc.,multiplayer,playstation-2,Out of Stock
Jumpgate: The Reconstruction Initiative,"Real Time Spaceflight and Combat are but two elements in this Massively Multiplayer Online Spaceflight Simulation. Team up with others to actually ""re-create"" a universe with all that such an enterprise entails. Interact with squadron members and wayward travelers, struggle to stay on course in the face of solar storms, and battle mysterious adversaries (both human and alien).  [3DO]",Simulation Sci-Fi Space Large Spaceship Civilian,https://sandbox.oxylabs.io/products/1151,"79,99",NetDevil,multiplayer,pc,In Stock
Aqua Aqua,"AquaAqua™ is an addictive, fast-action, water-based puzzle game of strategy and control set in a liquid landscape. Trap water by positioning pieces as fast as they fall to form dams and lakes. Watch the weather; if it rains too much your lake will overflow and your valuable water goes down the drain. If you lose too much water it's ""game over.",Miscellaneous Puzzle General,https://sandbox.oxylabs.io/products/1152,"79,99",Zed Two Limited,multiplayer,playstation-2,Out of Stock
Space Empires IV,"If you're serious about space strategy, you can't afford to miss it.",Strategy Turn-Based General 4X,https://sandbox.oxylabs.io/products/1153,"77,99",Malfador Machinations,multiplayer,pc,In Stock
Sega Marine Fishing,"Sega Marine Fishing, the sequel to the smash arcade hit and Dreamcast all-star Sega Bass Fishing, features all of the thrills and action of deep-sea fishing complete with blue marlin, sailfish, tarpon, tuna, and the dangerous mako shark!",Sports Nature Fishing,https://sandbox.oxylabs.io/products/1154,"88,99",Sega,,dreamcast,Out of Stock
Mirror's Edge,"In a city where information is heavily monitored, agile couriers called runners transport sensitive data away from prying eyes. In this seemingly utopian paradise, a crime has been committed, your sister has been framed and now you are being hunted. You are a runner called faith - and this innovative first-person action-adventure is your story. Flow is what keeps you running, what keeps you alive. Mirror's Edge delivers you straight into the shoes of this unique heroine as she traverses the vertigo-inducing cityscape, engaging in intense combat and fast paced chases. With a never before seen sense of movement and perspective, you will be drawn into Faith's world. A world that is visceral, immediate, and very dangerous. Live or die? Soar or plummet? One thing is certain: in this city you will learn how to run. [Electronic Arts]",Action Action Adventure Shooter Modern General First-Person,https://sandbox.oxylabs.io/products/1155,"75,99",EA DICE,singleplayer,xbox-360,In Stock
Resident Evil 4: Ultimate HD Edition,"In Resident Evil 4, Special Agent Leon S. Kennedy is dispatched on a mission to rescue the U.S. President’s daughter who has been kidnapped. Wending his way to a rural village in Europe, he faces new threats that are a departure from the traditional lumbering zombie enemies of the earlier installments in the series. Leon battles horrific new creatures infested by a new threat called Las Plagas and faces off against an aggressive group of enemies including mind-controlled villagers that are tied to Los Illuminados, the mysterious cult which is behind the abduction.",Action Adventure Horror Survival,https://sandbox.oxylabs.io/products/1156,"84,99",Capcom,singleplayer,pc,Out of Stock
Mario vs. Donkey Kong: Mini-Land Mayhem,"&#65279;At the grand opening of Mario's third theme park, the first 100 guests receive a new Mini Pauline toy. Donkey Kong arrives as the 101st guest and finds himself out of luck. He grabs Pauline and heads into the park with Mario and his Mini Marios in hot pursuit. The fourth game in the series adds new challenges and new opportunities for users to share what they have created.",Action Platformer 2D,https://sandbox.oxylabs.io/products/1157,"80,99",Nintendo,,ds,In Stock
Sam & Max Episode 203: Night of the Raving Dead,"Droves of undead roam the streets, and all flesh must be eaten! The leader of this undead horde is some emo Eurotrash vampire freak, and it’s up to Sam & Max to take him down -- hopefully with their brains intact. [GameTap]",Adventure General 3D Point-and-Click Third-Person,https://sandbox.oxylabs.io/products/1158,"72,99",Telltale Games,singleplayer,pc,Out of Stock
Metroid Prime Pinball,"Samus Aran's entry into the bumper-and-flipper world is a sleek, sci-fi classic gaming adventure that has her careening into gigantic boss monsters and bouncing through a variety of exciting pinball tables. Play tables across two screens at the same time using the touch screen to nudge the pinball table. Battle deadly enemies and experience a number of special modes such as Clone Machine Multiball and the Wall-Jump Challenge while you blast and bomb your high score into a state of pure pinball pandemonium. [Nintendo]",Action Miscellaneous Parlor Pinball,https://sandbox.oxylabs.io/products/1159,"79,99",Fuse Games Limited,multiplayer,ds,In Stock
Mega Man & Bass,"Join Mega Man and Bass's fight for humankind as you face off with the newest menace in town--Robot King.  King's captured all of the data plans for Dr. Wily's creations.  They will  equip King with all the knowledge he needs to build his own indestructible army of robots.  As either Mega Man or Bass, you'll set out separate adventures using a variety of battle moves and weapons to defeat robot masters.  Hidden bolts and CDs give you extra items to assist in battles.",Action Platformer 2D,https://sandbox.oxylabs.io/products/1160,"88,99",Capcom,singleplayer,game-boy-advance,Out of Stock
Alien Hominid HD,"[Xbox Live Arcade]  They've got your spaceship, so blow up anything in your path to get it back. Completely hand-drawn high-definition graphics coupled with old-school game play results in ultimate mayhem. This side-scrolling shooter features cute, quirky humor and adjustable cartoon gore. Alien Hominid HD features jump-in-anytime multiplayer action, immersive environments, award-winning bosses, and over 30 fashionable hats. This 2-D console experience comes jam-packed with seven mini-games, including several four-player party games. All You Can Eat, Neutron Ball, and PDA Games will keep the party going for hours on end. All 16 levels and seven mini-games are included in this version, in addition to 720p HD support and 150+ brand new PDA mini-game levels. Two players locally in the main game, and up to four players offline or on Xbox Live in mini-games. Per-player difficulty: Difficulty settings can be adjusted on a per-controller basis. [Microsoft]","Action Shooter Scrolling ""Shoot-Em-Up"" Vertical Horizontal",https://sandbox.oxylabs.io/products/1161,"76,99",The Behemoth,multiplayer,xbox-360,In Stock
FIFA 20,"Enjoy more control over the Decisive Moments that determine the outcome of every match in FIFA 20. Pick your target and time it right from the spot. Add curl, dip, or knuckle to free kicks. A new aiming mechanic gives you more creativity from dead balls. Move with more agility. Lure the defender in. Beat them with speed or skill. New strafe dribbling adds new dimensions for attacking play in FIFA 20. Take back possession with Active Touch Tackling and new animations that reward you for well-timed defensive play. More clinical finishing when one-on-one. More risk with volleys and long shots. Overhauled shooting creates more realism in front of goal in FIFA 20. [Electronic Arts]",Sports Team Soccer Sim,https://sandbox.oxylabs.io/products/1162,"14,99",Electronic Arts,multiplayer,xbox-one,Out of Stock
Just Dance 2014,"Just Dance 2014, the sequel to Just Dance 4, is bringing all new moves with features for every motion control platform and over 40 of the hottest tracks and dances.",Action Miscellaneous Rhythm Dancing,https://sandbox.oxylabs.io/products/1163,"79,99",Ubisoft,,xbox-360,In Stock
Fire Pro Wrestling World,"Game modes include Deathmatch (steel cage, barbed wire, or landmines), MMA rules, no-holds barred gruesome fighting, and SWA homebrew rules that mix pro wrestling and MMA. Create your dream wrestler from over a thousand devastating moves, and even more body parts, to battle for custom championship belts. Personalize the ring, mat logos, and even the referee.",Sports Individual Combat Wrestling,https://sandbox.oxylabs.io/products/1164,"76,99",Spike Chunsoft,multiplayer,playstation-4,Out of Stock
King Arthur: The Role-Playing Wargame,"Welcome to the lost age of chivalry, where magic and myth is alive, and you are destined to be one of the living legends: Arthur, the son of Uther Pendragon, the Once and Future King of the prophecies. Fulfill your destiny and claim your rightful place on the throne of Britannia. Recruit fabled knights to your Round Table: send them to adventures or battles, let them gather knowledge and artifacts, see how they become the most powerful heroes of the realm. Build the majestic Camelot, but beware: there will be enemies, both mortal and otherworldly that will try to destroy you. Send your heroes and their followers to battle with legendary warriors and monsters and see how the folk of the faeries and the saints set against wizards and evil knights. [Neocore]",Strategy Real-Time Fantasy General,https://sandbox.oxylabs.io/products/1165,"78,99",NeocoreGames,,pc,In Stock
Rock of Ages 2: Bigger & Boulder,"The rock-racing, tower defense, art history game is back. Like the title says, Bigger and Boulder cranks up the surrealism and gameplay with chaotic two-on-two multiplayer, new time periods, and improved graphics, physics, and destructibility.",Action General,https://sandbox.oxylabs.io/products/1166,"71,99",ACE Team,multiplayer,playstation-4,Out of Stock
Yu-Gi-Oh! Legacy of the Duelist: Link Evolution,"Experience over 20 years of Yu-Gi-Oh! history with Yu-Gi-Oh! Legacy of the Duelist: Link Evolution on Nintendo Switch. Build your Deck from over 9,000 cards and take on the most iconic Duelists from the Yu-Gi-Oh! universe. Relive the stories from the original animated Yu-Gi-Oh! series through Yu-Gi-Oh! ARC-V, and challenge the newest generation of Duelists from the virtual world of Yu-Gi-Oh! VRAINS!",Strategy Turn-Based Card Battle,https://sandbox.oxylabs.io/products/1167,"78,99",Konami,singleplayer,switch,In Stock
Kelvin and the Infamous Machine,Kelvin and the Infamous Machine is a point-and-click adventure in which you stumble irresponsibly through history to help legendary geniuses complete their masterworks.,Adventure Point-and-Click,https://sandbox.oxylabs.io/products/1168,"74,99",Blyts,singleplayer,pc,Out of Stock
Final Fantasy XIII-2,"Final Fantasy XIII-2 is a direct sequel to FFXIII, and will once again star lead protagonist Lightning.",Role-Playing Console-style RPG Japanese-Style,https://sandbox.oxylabs.io/products/1169,"69,99",Square Enix,singleplayer,playstation-3,In Stock
Auditorium HD,"Auditorium is really all about the experience, both visually and aurally. There are no instructions to teach you how to play. The game is about exploration and discovery. Each level is a unique puzzle with several possible solutions. You play the game by manipulating ""the Flow,"" a constant stream of moving particles of light and sound. The goal is to manipulate various controls in order to guide the Flow into Audio Containers. As you fill the containers, light transforms into sound. Given enough light, the containers will begin to sing together in a symphony, providing the ultimate Harmony of Flow.",Miscellaneous Puzzle General,https://sandbox.oxylabs.io/products/1170,"71,99",Cipher Prime,,playstation-3,Out of Stock
Sid Meier's Civilization: Beyond Earth - Rising Tide,"After the initial wave of great colony ships departed Earth, the jubilation of humanity was ephemeral. Those left behind fell into a violent struggle over the quickly-diminishing resources on their barren home world. From this tumultuous time, 4 new factions arose. These newcomers were founded not in the idealism of their predecessors, but on opportunism, resilience, ruthlessness, and, most importantly, a commitment to their own survival. Now, many decades after their first landfall on a new planet, the proud survivors of the first expeditions beyond Earth look up to see the skies darkened by a new breed of pioneers. [2K]",Strategy Turn-Based General 4X,https://sandbox.oxylabs.io/products/1171,"61,99",Firaxis Games,,pc,In Stock
Smuggler's Run: Warzones,"Exotic Imports, an international delivery service, calls you back for another round of brutal courier action in Smuggler's Run: Warzones. This entry in the Smuggler's Run series lets you work for an elite band of smugglers. The game boasts a vehicle update--with the new hoverbike--plus new levels, new four-player multiplayer modes, and new countermeasures to thwart would-be pursuers and enemies. Now, make the drop, hit the nitro boost, and get across the border before all hell breaks loose.",Driving Mission-based,https://sandbox.oxylabs.io/products/1172,"71,99",Rockstar San Diego,multiplayer,gamecube,Out of Stock
Golden Sun: Dark Dawn,"After going dark six years ago, 2010 will see a new dawn. Golden Sun DS updates the popular portable Golden Sun role-playing series with an impressive graphical style. This installment follows the story of the previous heroes' descendants and immerses players into the magic of its adventure by pushing the boundaries of intuitive touch-screen controls.",Role-Playing Console-style RPG Japanese-Style,https://sandbox.oxylabs.io/products/1173,"82,99",Camelot Software Planning,singleplayer,ds,In Stock
The Vale: Shadow of the Crown,CLOSE YOUR EYES. BECOME A WARRIOR: Feel your enemy’s rasping breath; a foot shifts on swampy ground; the crack of steel on wooden shield. The Vale is an audio based action adventure that sets out to breathe new life into medieval combat and fantasy narrative.,Action Adventure General,https://sandbox.oxylabs.io/products/1174,"79,99",Falling Squirrel,,pc,Out of Stock
Hasbro Family Game Night: Scrabble,"[Xbox Live Arcade]  Join your host Mr. Potato Head as you play your favorite Hasbro games including CONNECT FOUR, BATTLESHIP, YAHTZEE, BOGGLE, SORRY! and SORRY! Sliders, as well as exciting new versions created for Xbox LIVE Arcade in Hasbro Family Game Night. Great family games: Play all your favorite Hasbro games that you know and love so well. Exciting new versions: And play those games like never before with exciting new variants including CONNECT 4 Power Chips, BOGGLE Portal Cubes, Reverse YAHTZEE, and BATTLESHIP Barrage! Customized game room: Choose the game room theme that's right for you. Earn new game themed trophies, furniture, and decorations to customize your game room. Party time: Build a custom Party Game by choosing your favorite games, number of players, and time you want to play. [Electronic Arts]",Miscellaneous Board Games Board / Card Game,https://sandbox.oxylabs.io/products/1175,"80,99",Electronic Arts,,xbox-360,In Stock
Memoria (2013),"The Dark Eye: Memoria tells the tale of princess Sadja of the faraway-land of Fasar, who once ventured into war to fight demons in the Gorian Desert. Her goal - to become the greatest hero of all time - was foiled under mysterious circumstances. Something had occurred, the girl disappeared and her tale was eventually forgotten.

Five centuries pass, until one day Geron, a young bird catcher, meets a traveling merchant named Fahi in his native forest. This merchant promises to turn Gerons girlfriend Nuri, who has been transformed into a Raven, back into human form. But this favor comes at a price: Geron has to finally solve the mystery of Sadja's fate. He agrees without hesitation -  knowing that this will trigger a chain of events that will soon cast a shadow on his homeland and turn his present into a dark image of its long forgotten past...",Adventure General Point-and-Click,https://sandbox.oxylabs.io/products/1176,"81,99",Daedalic Entertainment,singleplayer,pc,Out of Stock
Dungeon Encounters,"A new dungeon exploration RPG where you must strategize to survive. An otherworldly labyrinth has suddenly appeared on the outskirts of a quiet town. Make clever use of your abilities to chart the depths, overcome obstacles and defeat your foes in thrilling battles. From some of the key development team behind the legendary FINAL FANTASY franchise, DUNGEON ENCOUNTERS is a dungeon exploration RPG where you must strategize to survive. The streamlined interface gives you the freedom to prepare and manage your party as you strive to reach the final floor.

During your expeditions, you'll discover rare and powerful items, meet lost adventurers who might just become new allies, and come face-to-face with deadly monsters.

Do you have what it takes to overcome the numerous trials that await you and discover the dungeon's secrets?

■Events
By uncovering and visiting spaces with white numbers, you may obtain items, unlock and change abilities, restore your party to health, find hidden merchants, and much more.

Battle encounters, marked with black numbers, are hidden throughout the map. However, they can be revealed with a special ability, allowing you to choose when and where to engage your enemies.

Previously discovered events will be recorded in the Event Log, a valuable resource that allows you to reference past experiences to tackle future challenges.


■Battles
Test your strategies in thrilling battles, featuring the Active Time Battle (ATB) system made famous by the FINAL FANTASY series.

Under the direction of Ito Hiroyuki, creator of the ATB system, battles play out in real-time, utilizing a polished and refined iteration of this classic design, which promises exciting, challenging combat.


■Map
The blank map awaits you, and by exploring and investigating every tile on each level, you will be awarded ability points. Navigate obstacles, including secret passages and hidden traps, and conquer the dungeon!",Role-Playing Japanese-Style,https://sandbox.oxylabs.io/products/1177,"86,99",Square Enix,,switch,In Stock
FRAMED Collection,"The FRAMED Collection is a new compilation of the critically-acclaimed, multi-award winning noir puzzle games FRAMED and FRAMED 2. Rearrange the panels of an animated comic book to craft the story of a noir-styled spy adventure. Presented in an extensive series of visual puzzles, requiring logic and imagination, each panel move changes the current narrative, leading to all kinds of comedic blunders, untimely deaths, and--when solved correctly--stylish heists, fast getaways and nail-biting escapades. The FRAMED Collection for Switch includes a completely updated UI, but retains the intuitive tactile controls of FRAMED and FRAMED 2. Perfectly suited for the portable play that the Switch is renowned for, the puzzle format of the FRAMED Collection can turn a quick train trip into a pleasurable escape, or a night away on holiday into an adventure.",Miscellaneous Compilation,https://sandbox.oxylabs.io/products/1178,"73,99",Loveshack Entertainment,singleplayer,switch,Out of Stock
Joe Dever's Lone Wolf,"Whether you are a veteran member of the Kai Order, or a new member of the pack, Joe Dever's Lone Wolf will engage you with an epic story, compelling combat, deep character customization and great replayability!",Action General,https://sandbox.oxylabs.io/products/1179,"79,99",Bulkypix,singleplayer,switch,In Stock
The Last Door,Something ancient and evil is stirring in Victorian England. Only you can stop it. Journey to the brink of madness and beyond as you set forth alone into the dark.,Adventure General,https://sandbox.oxylabs.io/products/1180,"77,99",The Game Kitchen,singleplayer,pc,Out of Stock
NHL 2K7,"Hundreds of new skating animations have been captured for NHL 2K7.  Not only will skating look much more natural, players will also experience the true momentum of skating whenever players dig into the ice to accelerate or carve the ice to make sudden stops. In addition to the numerous new skating animations, several new checking, passing, and shooting animations have been added, making all the action in NHL 2K7 flow with amazing detail. New gameplay enhancements have been added to Pro Control, giving users offensive and defensive tools to utilize on the ice. While on offense, players now have the ability to execute drop passes, allowing users to setup new screen plays and create new scoring opportunities to catch the goalie off-guard. Pressure Control brings a tactical element to defensive hockey as players now can instruct teammates to defend opposing players while on the ice. Varying degrees of pressure can be selected - whether it's telling your teammate to shadow a selected opponent or deliver a big check - allowing players new defensive options on the fly.  Pro Control in NHL 2K7 delivers the offensive and defensive options hockey fans have been asking for, truly delivering the next generation of hockey. [2K Sports]",Sports Traditional Team Ice Hockey Sim,https://sandbox.oxylabs.io/products/1181,"66,99",Kush Games,multiplayer,playstation-3,In Stock
Shadowgrounds Survivor,"Shadowgrounds Survivor is a spin-off/sequel to the underground PC hit Shadowgrounds, and it tells the story of three survivors who join forces with the last remaining human resistance in the heated battle against the ongoing alien onslaught. The atmosphere and gameplay mechanics of the original Shadowgrounds make a triumphant return armed with a new feature set. 3 playable characters, each with impressive new tactics. RPG-like upgrade system for weapons and characters; including special attacks such as the all-engrossing Napalm Flame and the mighty Brute Slayer. New gameplay features such as the Sentry Turret and the powerful Mech. Campaign mode short of filler and full of action, running parallel to the Shadowgrounds story and expanding it to new locations, including snow and ice environments, gritty sewers and the suffering New Atlantis colony. Survival mode where the player is pitted against hordes of alien monsters – the clock is ticking and they just keep on coming. New graphics enhancements, including raging snowstorm effects, new weapon effects and much more. Integrated physics that bring the world alive with hundreds of physics objects, taking the destruction to the next level. [Meridian4]",Action Shooter Third-Person Sci-Fi Arcade,https://sandbox.oxylabs.io/products/1182,"75,99","Frozenbyte, Inc.",singleplayer,pc,Out of Stock
